IncidentID,Keywords,activities,causes,consequences,equipment
4888,"flow meter/control, refining, instrumentation failure, flow rate too low, fire - consequence",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, process_eq8"
4889,"start-up, separation equipment, incinerator, design inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4890,"flow rate too low, separation equipment, commissioning",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, reactors_eq9"
4891,refining,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4892,"fire - consequence, evacuation, processing, heating, toxic residue",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4893,"cryogenic equipment, damage to equipment, explosion, injury",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4894,"material transfer, damage to equipment, unloading, vapour cloud explosion",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4895,"naphtha, hydrogen, heating, modification, furnace tube, fire - consequence, damage to equipment, creep, overheating, design inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4896,"naphtha, hydrogen, heating, shell and tube heat exchanger, rupture, damage to equipment, excessive vibration, metal fatigue, design inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4897,"hydrocarbons, hydrogen, heat transfer, shell and tube heat exchanger, gasket, blowout, fire - consequence, gasket failure, incorrect equipment installed, safety procedures inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4898,"hydrocarbons, sulphur compounds, heating, furnace tube, rupture, fire - consequence, explosion, corrosion, overheating, inspection inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4899,"methane, hydrogen, steam, reaction, furnace tube, rupture, fire - consequence, thermal expansion, stress, embrittlement, maintenance procedure error",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4900,"light hydrocarbon, cooling, maintenance, start-up, heat exchanger, crystalliser, seal, fire - consequence, damage to equipment, explosion, seal failure, arcing, safety procedures inadequate, design inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4901,"hydrogen, shell and tube heat exchanger, fire - consequence, flange leak, safety procedures inadequate, maintenance inadequate, spark",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, reactors_eq9"
4902,"hydrogen, heating, furnace tube, rupture, fire - consequence, overheating, creep, operator error, safety procedures inadequate, flow rate too low",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, reactors_eq9"
4903,"cooling tower, fire - consequence, damage to equipment, electrical equipment failure, arcing, safety procedures inadequate, weather effects",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4904,"water, propylene, start-up, venting, cooler, cooling water system, rupture, fire - consequence, freezing, safety procedures inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4905,"cooling water system, separation, pipe, level meter/control, rupture, water slug, design inadequate, safety procedures inadequate, operation inadequate",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, process_eq8"
4906,"commissioning, cooling water system, non return valve, bursting disc, rupture, damage to equipment, design inadequate, freezing, LPG",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, safety_eq10"
4907,"maintenance, heat exchanger, safety relief valve, rupture, safety procedures inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4908,"heat transfer, modification, hydrocarbons, gas / vapour, design inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4909,"propane, start-up, heating, heat exchanger, rupture, overpressurisation, design inadequate, operator error, safety procedures inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4910,"fire - consequence, tube failure, leak",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4911,fire - consequence,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4912,"damage to equipment, weather effects, damage to equipment",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4913,"solids processing, drier, drying oven, fire - consequence, damage to equipment, safety procedures inadequate, high temperature, thermal degradation",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, heatingcooling_eq2"
4914,"mechanical equipment failure, damage to equipment",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4915,"testing, acrolein, collapse",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4916,"fire - consequence, leak, damage to equipment",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4917,design inadequate,activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, pressure_eq7, safety_eq10"
4918,"weld failure, overpressurisation, rupture, storage, gauge glass failure",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4919,damage to equipment,activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, separation_eq11"
4920,"tube failure, low temperature",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4921,"tube failure, design inadequate, spill, fire - consequence, heating",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4922,"fire - consequence, rupture, damage to equipment",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4923,mechanical equipment failure,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4924,"spray drier, fire - consequence",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4925,keyword_NA,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4926,"heat exchanger, faulty instructions",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4927,flange leak,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4928,"fire - consequence, gas / vapour release, vapour cloud explosion, mechanical equipment failure, refining, damage to equipment",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4929,"fu, cracking equipment, hot surface, safety equipment failure, flamout, heating",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4930,"decomposition, reactors and reaction equipment, operator error, injury",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4931,"fire - consequence, commissioning",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4932,"overheating, fire - consequence",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4933,"refrigeration unit, gas / vapour release",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, safety_eq10, separation_eq11"
4934,"welding, cryogenic equipment, testing inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4935,"processing, gas / vapour release",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4936,"leak, fire - consequence, human causes, fatality, injury",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4937,plant shutdown,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4938,"fire - consequence, leak, hot surface, testing",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4939,"cracking equipment, operation inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4940,keyword_NA,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4941,"laboratory work, sampling, evacuation, gas / vapour release, unwanted chemical reaction",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4942,"overheating, human causes, explosion",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4943,"damage to equipment, reactors and reaction equipment, injury",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4944,"cleaning, gas / vapour release, damage to equipment",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4945,"catalytic cracker, instrumentation failure, fire - consequence, gas / vapour release",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, pressure_eq7"
4946,"instrument/controller, damage to equipment, leak, instrumentation failure, heating",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4947,"oil waste, heat transfer,  fire - consequence, damage to equipment, corrosion, contamination, material of construction failure",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4948,"mechanical equipment failure, contamination, piping & fittings",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4949,"fire - consequence, drains & sewers, spill",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, reactors_eq9"
4950,"flange leak, gas / vapour release, spill",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4951,fire - consequence,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4952,keyword_NA,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4953,joint leak,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4954,"flow meter/control, instrumentation failure",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, process_eq8"
4955,"mechanical equipment failure, damage to equipment, corrosion",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4956,"mechanical equipment failure, contamination, burns",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4957,"damage to equipment, fire - consequence",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, safety_eq10"
4958,"demolition, unwanted chemical reaction",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4959,"damage to equipment, heating",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4960,"refrigeration unit, gas / vapour release, asphyxiation",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, safety_eq10"
4961,"fall, maintenance",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, tools_eq15"
4962,"fall, entry into confined space, design inadequate",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4963,keyword_NA,activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, separation_eq11"
4964,copper acetylide,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4965,"personal protective equipment, cleaning procedure incorrect, caustic soda, injury",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4966,"maintenance, damage to equipment, hot surface",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4967,start-up,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4968,high temperature,activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4969,"reactors and reaction equipment, unwanted chemical reaction, process causes, damage to equipment",activities_NA,causes_NA,consequences_NA,heatingcooling_eq2
4970,"flow meter/control, instrumentation failure, rupture, heating",activities_NA,causes_NA,consequences_NA,"heatingcooling_eq2, process_eq8"
4971,"fire - consequence, processing",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4972,"polymer, mechanical equipment failure, maintenance",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4973,mechanical equipment failure,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4974,fatality,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4975,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4976,"fire - consequence, loading",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4977,"damage to equipment, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4978,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4979,fire - consequence,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4980,evacuation,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4981,"fire - consequence, bearing failure, processing, mining",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, process_eq8"
4982,"damage to equipment, refining",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4983,"damage to equipment, design or procedure error",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4984,"damage to equipment, unloading, human causes",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, tools_eq15"
4985,"material of construction failure, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4986,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4987,"silo/hopper, damage to equipment, storage, fatality, fire - consequence",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4988,"fire - consequence, damage to equipment, solids processing",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, solids_eq12"
4989,operational activities,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, reactors_eq9"
4990,construction,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4991,"brakes faulty, people",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4992,storage equipment,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4993,"silo/hopper, fire - consequence, damage to equipment",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4994,fire - consequence,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4995,injury,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4996,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4997,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4998,fire - consequence,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
4999,design or procedure error,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5000,"fire - consequence, electrical equipment failure",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5001,"fire - consequence, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5002,"electrical, mechanical equipment failure, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5003,"electric shock, maintenance",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, process_eq8"
5004,"brakes faulty, alarm failure, fatality",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5005,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, tools_eq15"
5006,"strong winds, corrosion",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5007,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5008,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5009,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5010,"laboratory work, strong winds, gas / vapour release, cyanuric fluoride, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5011,operation inadequate,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5012,loss of control,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, powerplant_eq6"
5013,"grain, processing, material transfer, conveying, solids handling, bucket elevator, solids processing, solids processing equipment",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5014,"silo/hopper, fire - consequence, storage, fatality",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5015,fire - consequence,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5016,"maintenance, crane, damage to equipment, operation inadequate, design or procedure error",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5017,drums,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5018,"storage tanks, damage to equipment",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5019,contractor error,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5020,inspection,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5021,"mechanical spark, fire - consequence, ",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5022,"design inadequate, solids processing, explosion suppression",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5023,operational activities,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5024,"lifting equipment, normal operation, design inadequate, damage to equipment",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5025,"fatality, safety procedures inadequate, competency lacking, operational activities",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5026,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, solids_eq12"
5027,asphyxiation,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5028,"fire - consequence, overheating",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5029,people,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5030,"material of construction failure, mechanical equipment failure, normal operations, damage to equipment",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, pressure_eq7"
5031,keyword_NA,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5032,electrical equipment failure,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5033,"friction heat, fire - consequence, damage to equipment, processing, burns, sucrose",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5034,asphyxiation,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5035,"gas / vapour release, leak, hot surface",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5036,"drums, driver error, design or procedure error, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5037,"repair, carbon monoxide",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5038,"damage to equipment, explosion, dust explosion, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5039,"design or procedure error, weather effects",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5040,fire - consequence,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, separation_eq11"
5041,"fire - consequence, separation",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5042,"lack of earthing, damage to equipment, heating",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5043,"mechanical equipment failure, explosion",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5044,"charging reactor, fire - consequence, lack of earthing",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5045,refining,activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5046,"material transfer, personal protective equipment, storage equipment",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5047,"offshore, crane, safety procedures inadequate, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5048,"construction, drums, rope, inadequate guarding",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5049,"maintenance, conveyor belt, fatality, inadequate guarding",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5050,"charging reactor, fire - consequence, reactors and reaction equipment",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, reactors_eq9, safety_eq10"
5051,"fatality, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5052,"maintenance, operator error, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5053,"spill, maintenance",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5054,"charging reactor, plastic bags, fire - consequence, screw conveyor, shoes",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5055,"charging reactor, fire - consequence, plastic bags, lack of earthing, screw conveyor",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5056,"floating roof tank, damage to equipment, mechanical equipment failure, maintenance, operation inadequate",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5057,"fire - consequence, charging reactor, plastic bags, reactors and reaction equipment, screw conveyor, lack of earthing, screw conveyor, shoes, burns",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5058,"charging reactor, reaction vessel, plastic bags, damage to equipment, fire - consequence, lack of earthing, shoes, screw conveyor",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4, safety_eq10"
5059,"unloading, rail transport, people, operation inadequate, injury",activities_NA,causes_NA,consequences_NA,"mechancalhandling_eq3, packaging_eq4"
5060,fire - consequence,activities_NA,causes_NA,consequences_NA,packaging_eq4
5061,"fire - consequence, bottling plant",activities_NA,causes_NA,consequences_NA,packaging_eq4
5062,"processing, bottling plant, fire - consequence, damage to equipment",activities_NA,causes_NA,consequences_NA,packaging_eq4
5063,"fire - consequence, filling machine",activities_NA,causes_NA,consequences_NA,packaging_eq4
5064,"fire - consequence, shrink wrapper, sunlight, storage",activities_NA,causes_NA,consequences_NA,packaging_eq4
5065,fire - consequence,activities_NA,causes_NA,consequences_NA,packaging_eq4
5066,"solvent, material transfer, filling machine, fire - consequence, fatality, design or procedure error, loading",activities_NA,causes_NA,consequences_NA,packaging_eq4
5067,"material transfer, fire - consequence, burns, fatality, competency lacking",activities_NA,causes_NA,consequences_NA,packaging_eq4
5068,"material transfer, bottling plant, road tanker, operator error, fire - consequence",activities_NA,causes_NA,consequences_NA,packaging_eq4
5069,"environmental, material transfer",activities_NA,causes_NA,consequences_NA,"pipingfittings_eq5, transport_eq16"
5070,"flow restriction, plant / property / equipment",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5071,"leak, asphyxiation, management system inadequate",activities_NA,causes_NA,consequences_NA,"pipingfittings_eq5, storage_eq13"
5072,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5073,"spill, flow restriction, injury",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5074,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5075,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5076,processing,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5077,"maintenance, gas / vapour release",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5078,keyword_NA,activities_NA,causes_NA,consequences_NA,"pipingfittings_eq5, storage_eq13"
5079,"high pressure, gas / vapour release, processing, flow restriction",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5080,"gas / vapour release, evacuation, processing",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5081,"pollution, ecological damage",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5082,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5083,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5084,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5085,"fire - consequence, processing",activities_NA,causes_NA,consequences_NA,"pipingfittings_eq5, powerplant_eq6"
5086,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5087,"spill, material transfer, mechanical equipment failure",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5088,flow restriction,activities_NA,causes_NA,consequences_NA,"pipingfittings_eq5, storage_eq13"
5089,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5090,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5091,keyword_NA,activities_NA,causes_NA,consequences_NA,"pipingfittings_eq5, transport_eq16"
5092,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5093,mechanical equipment failure,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5094,material transfer,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5095,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5096,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5097,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5098,keyword_NA,activities_NA,causes_NA,consequences_NA,"pipingfittings_eq5, transport_eq16"
5099,spill,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5100,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5101,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5102,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5103,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5104,"fire - consequence, deliberate acts",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5105,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5106,"fire - consequence, processing",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5107,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5108,deliberate acts,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5109,"gas / vapour release, material transfer",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5110,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5111,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5112,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5113,hot work,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5114,fire - consequence,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5115,"fire - consequence, processing",activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5116,keyword_NA,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5117,processing,activities_NA,causes_NA,consequences_NA,pipingfittings_eq5
5118,"cooling equipment, radioactive release",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5119,"design or procedure error, plant / property / equipment, fire fighting equipment",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5120,keyword_NA,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5121,fire - consequence,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5122,keyword_NA,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5123,"damage to equipment, plant shutdown, process causes",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5124,"marine tanker, asphyxiation, solvent, cleaning fluid",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5125,damage to equipment,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5126,"electric shock, fatality, generator, electrical equipment failure",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5127,fire - consequence,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5128,"damage to equipment, mechanical equipment failure, refining, fluid cracker",activities_NA,causes_NA,consequences_NA,"powerplant_eq6, reactors_eq9"
5129,cracking,activities_NA,causes_NA,consequences_NA,"powerplant_eq6, reactors_eq9"
5130,fire - consequence,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5131,fire - consequence,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5132,fire - consequence,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5133,"reactors and reaction equipment, electrical equipment failure",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5134,"damage to equipment, refining",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5135,"mechanical equipment failure, reactors and reaction equipment, valve failure",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5136,fire - consequence,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5137,"fire - consequence, damage to equipment",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5138,keyword_NA,activities_NA,causes_NA,consequences_NA,powerplant_eq6
5139,"laboratory work, testing, fire - consequence, mechanical equipment failure",activities_NA,causes_NA,consequences_NA,powerplant_eq6
5140,keyword_NA,activities_NA,causes_NA,consequences_NA,powerplant_eq6
